action,buff_id,icon,type,life_type,time_type,class,skill_code,digimon_skill_code,delete_on_condition,effect_file,condition_level
skipped,41917,2087,1,1,1,534,9100618,0,1,Memory_Buff_Support_Skill,0
skipped,41918,2082,1,1,1,529,9100619,0,1,Memory_Buff_Support_Skill,0
skipped,41919,2083,1,1,1,530,9100620,0,1,Memory_Buff_Support_Skill,0
skipped,41920,2084,1,1,1,531,9100621,0,1,Memory_Buff_Support_Skill,0
skipped,41921,2085,1,1,1,532,9100622,0,1,Memory_Buff_Support_Skill,0
skipped,41922,2086,1,1,1,533,9100623,0,1,Memory_Buff_Support_Skill,0
skipped,41923,2087,1,1,1,534,9100624,0,1,Memory_Buff_Support_Skill,0
skipped,42502,2052,1,1,1,500,9010001,0,1,Memory_Buff_Attack_Skill,0
skipped,42505,2053,1,1,1,501,9010004,0,1,Memory_Buff_Attack_Skill,0
skipped,42508,2054,1,1,1,502,9010007,0,1,Memory_Buff_Attack_Skill,0
skipped,42511,2055,1,1,1,503,9010010,0,1,Memory_Buff_Attack_Skill,0
skipped,42514,2056,1,1,1,504,9010013,0,1,Memory_Buff_Attack_Skill,0
skipped,42517,2057,1,1,1,505,9010016,0,1,Memory_Buff_Attack_Skill,0
skipped,42520,2058,1,1,1,506,9010019,0,1,Memory_Buff_Attack_Skill,0
skipped,42523,2059,1,1,1,507,9010022,0,1,Memory_Buff_Attack_Skill,0
skipped,42526,2060,1,1,1,508,9010025,0,1,Memory_Buff_Attack_Skill,0
skipped,42529,2061,1,1,1,509,9010028,0,1,Memory_Buff_Attack_Skill,0
skipped,42532,2062,1,1,1,510,9010031,0,1,Memory_Buff_Attack_Skill,0
skipped,42535,2063,1,1,1,511,9010034,0,1,Memory_Buff_Attack_Skill,0
skipped,42538,2064,1,1,1,512,9010037,0,1,Memory_Buff_Attack_Skill,0
skipped,42541,2065,1,1,1,513,9010040,0,1,Memory_Buff_Attack_Skill,0
skipped,42702,2067,1,1,1,514,9010301,0,1,Memory_Buff_Defense_Skill,0
skipped,42705,2068,1,1,1,515,9010304,0,1,Memory_Buff_Defense_Skill,0
skipped,42708,2069,1,1,1,516,9010307,0,1,Memory_Buff_Defense_Skill,0
skipped,42711,2070,1,1,1,517,9010310,0,1,Memory_Buff_Defense_Skill,0
skipped,42714,2071,1,1,1,518,9010313,0,1,Memory_Buff_Defense_Skill,0
skipped,42717,2072,1,1,1,519,9010316,0,1,Memory_Buff_Defense_Skill,0
skipped,42720,2073,1,1,1,520,9010319,0,1,Memory_Buff_Defense_Skill,0
skipped,42723,2074,1,1,1,521,9010322,0,1,Memory_Buff_Defense_Skill,0
skipped,42726,2075,1,1,1,522,9010325,0,1,Memory_Buff_Defense_Skill,0
skipped,42729,2076,1,1,1,523,9010328,0,1,Memory_Buff_Defense_Skill,0
skipped,42732,2077,1,1,1,524,9010331,0,1,Memory_Buff_Defense_Skill,0
skipped,42735,2078,1,1,1,525,9010334,0,1,Memory_Buff_Defense_Skill,0
skipped,42738,2079,1,1,1,526,9010337,0,1,Memory_Buff_Defense_Skill,0
skipped,42741,2080,1,1,1,527,9010340,0,1,Memory_Buff_Defense_Skill,0
skipped,42744,2081,2,1,1,528,9010343,0,1,Memory_Buff_Defense_Skill,0
skipped,42902,2082,1,1,1,529,9010601,0,1,Memory_Buff_Support_Skill,0
skipped,42905,2083,1,1,1,530,9010604,0,1,Memory_Buff_Support_Skill,0
skipped,42908,2084,1,1,1,531,9010607,0,1,Memory_Buff_Support_Skill,0
skipped,42911,2085,1,1,1,532,9010610,0,1,Memory_Buff_Support_Skill,0
skipped,42914,2086,1,1,1,533,9010613,0,1,Memory_Buff_Support_Skill,0
skipped,42917,2087,1,1,1,534,9010616,0,1,Memory_Buff_Support_Skill,0
skipped,50209,3074,1,1,4,610,7109731,0,1,Buff06_Attack_Blue,0
skipped,64038,2043,1,1,4,429,7110931,0,1,Buff_SkillPowerUp,0
skipped,64039,4241,2,1,4,427,7111011,0,0,Debuff_Light,0
skipped,64040,4243,2,1,4,472,7111031,0,0,Debuff_Stun,0
skipped,64045,2132,2,1,4,790,7571431,0,0,Debuff_Freezing,0
skipped,64048,2132,2,1,4,791,7111531,0,0,Debuff_Stun,0
skipped,64091,2043,1,1,4,429,7591041,0,1,Buff_SkillPowerUp,0
skipped,64092,2044,2,1,4,465,7110731,0,0,Debuff_Stun,0
skipped,64093,2041,2,1,4,426,7572211,0,0,Debuff_Fire,0
skipped,64094,2045,2,1,4,467,7572231,0,0,Debuff_Stone,0
skipped,64095,5138,2,1,4,556,7591111,0,0,Debuff_Fire,0
skipped,64096,5139,2,1,4,557,7591121,0,0,Debuff_Fire,0
skipped,64097,5141,1,1,4,558,7591131,0,0,Buff_SkillPowerUp,0
skipped,64100,2046,1,2,4,746,7110921,0,0,Buff06_Attack_Red,0
skipped,64102,2043,1,1,4,429,7591041,0,1,Buff_SkillPowerUp,0
skipped,64104,3111,1,1,4,608,0,8002111,1,Buff06_Attack_Blue,0
skipped,64105,3109,1,2,4,309,0,8002121,0,,0
skipped,64106,3109,1,2,4,309,0,8002131,0,,0
skipped,64111,3113,1,1,4,629,0,8001911,1,Buff06_Attack_Green,0
skipped,64112,3112,1,2,4,316,0,8001821,0,,0
skipped,64113,3112,1,2,4,316,0,8001831,0,,0
skipped,64114,3115,1,1,4,606,0,8000711,1,Buff06_Attack_Red,0
skipped,64115,3114,1,2,4,315,0,8001721,0,,0
skipped,64116,3114,1,2,4,315,0,8001731,0,,0
skipped,64122,2041,2,1,4,426,7112521,0,0,Debuff_Fire,0
skipped,64124,2085,1,2,4,400,0,8001229,0,,0
skipped,64164,2043,1,1,4,429,6700131,0,1,Buff_SkillPowerUp,0
skipped,64175,2043,1,1,1,433,7105041,0,1,Buff_SkillPowerUp,0
skipped,64177,2066,2,1,4,426,7500011,0,0,Debuff_Fire,0
skipped,64178,2045,2,1,4,467,7113321,0,0,Debuff_Stone,0
skipped,64198,2101,1,1,1,448,6700331,0,1,Buff_SkillPowerUp_Sakuyamon,0
skipped,64225,2043,1,1,4,429,7700231,0,1,Buff_SkillPowerUp,0
skipped,64241,2108,1,1,1,447,7105141,0,1,Buff_SkillPowerUp,0
skipped,64243,2048,1,1,4,429,7900431,0,0,,0
skipped,64244,2046,1,1,4,466,7900441,0,1,Buff_Invincible,0
skipped,64275,2046,1,1,1,489,7200131,0,1,Buff_SkillPowerUp_KuzuhamonMikoMode,0
skipped,64276,2101,1,1,1,490,7200141,0,1,Buff_SkillPowerUp_Sakuyamon,0
skipped,64316,2066,2,1,4,491,7112931,0,0,Debuff_Fire,0
skipped,64317,2132,2,1,4,492,7112921,0,0,Debuff_Stun,0
skipped,64322,2139,1,1,1,855,6700531,0,0,,0
skipped,64323,2141,2,1,1,856,6700541,0,0,,0
skipped,64421,5226,1,1,1,857,7112731,0,0,,0
skipped,64434,2043,1,1,4,429,7700331,0,1,Buff_SkillPowerUp,0
skipped,64435,2098,2,1,1,858,7900341,0,0,,0
skipped,64437,2101,1,1,1,859,7900331,0,0,,0
skipped,64440,2044,2,1,4,465,7900741,0,0,Debuff_Stun,0
skipped,64441,2132,2,1,4,790,6701221,0,0,Debuff_Freezing,0
skipped,64442,2132,2,1,4,790,6701231,0,0,Debuff_Freezing,0
skipped,64445,2041,2,1,4,427,6701121,0,0,Debuff_Fire,0
skipped,64448,2101,1,1,1,855,7200231,0,0,,0
skipped,64449,2044,2,1,4,465,7200241,0,0,Debuff_Stun,0
skipped,64481,2066,2,1,1,856,7700511,0,0,,0
skipped,64482,2098,2,1,1,858,7700521,0,0,,0
skipped,64483,2101,1,1,1,855,7700531,0,0,,0
skipped,64502,2101,1,1,1,494,7700441,0,1,Buff_heal_ImperialdramonPaladinMode_Re,0
skipped,64503,2102,1,1,1,867,7700431,0,1,Buff_heal_ImperialdramonPaladinMode_Re,0
skipped,64504,2081,2,1,1,528,7900411,0,1,,0
skipped,64534,6052,1,1,1,489,7700631,0,1,Buff_heal_ImperialdramonPaladinMode_Re,0
skipped,64535,6053,1,1,1,495,7700641,0,1,Buff_heal_ImperialdramonPaladinMode_Re,0
skipped,64568,6058,1,1,4,466,7700731,0,1,Buff_Invincible,0
skipped,64569,6057,2,1,1,868,7700741,0,0,,0
skipped,64572,6059,2,1,4,790,7701711,0,0,Debuff_Freezing,0
skipped,64573,3082,1,1,1,869,7701731,0,0,,0
skipped,64574,3079,1,1,1,870,7701741,0,0,,0
skipped,64579,2041,2,1,4,6069,7701011,0,0,Debuff_Fire,0
skipped,64580,3082,1,1,1,6072,7701031,0,0,,0
skipped,64581,2041,2,1,4,6073,7701051,0,0,Debuff_Fire,0
skipped,64592,6082,2,1,1,872,7702021,0,0,,0
skipped,64593,6084,2,1,1,873,7702041,0,0,Debuff_Stun,0
skipped,64617,6091,2,1,1,873,7702141,0,0,Debuff_Stun,0
skipped,64624,6092,1,1,4,429,7900451,0,0,,0
skipped,64627,6104,2,1,4,874,7702211,0,0,,0
skipped,64628,6059,2,1,4,790,7700921,0,0,Debuff_Freezing,0
