"Action","ItemId","LegacyName","ModernName","ModernTypeName","NameChanged","SocketCount","TypeL","TypeS","SkillCode"
"AddConverted","47578","","Packed Digimon Kaiser’s Goggles Lv 9 [EV]","Container item","True","0","170","0","0"
"AddConverted","47579","","Digimon Kaiser’s Goggles Lv 1 [CT]","Hat accessory","True","1","36","0","2702871"
"AddConverted","47580","","Digimon Kaiser’s Goggles Lv 2 [CT]","Hat accessory","True","1","36","0","2702872"
"AddConverted","47581","","Digimon Kaiser’s Goggles Lv 3 [CT]","Hat accessory","True","1","36","0","2702873"
"AddConverted","47582","","Digimon Kaiser’s Goggles Lv 4 [CT]","Hat accessory","True","1","36","0","2702874"
"AddConverted","47583","","Digimon Kaiser’s Goggles Lv 5 [CT]","Hat accessory","True","1","36","0","2702875"
"AddConverted","47584","","Digimon Kaiser’s Goggles Lv 6 [CT]","Hat accessory","True","1","36","0","2702876"
"AddConverted","47585","","Digimon Kaiser’s Goggles Lv 7 [CT]","Hat accessory","True","1","36","0","2702877"
"AddConverted","47586","","Digimon Kaiser’s Goggles Lv 8 [CT]","Hat accessory","True","1","36","0","2702878"
"AddConverted","47587","","Digimon Kaiser’s Goggles Lv 9 [CT]","Hat accessory","True","1","36","0","2702879"
"AddConverted","47588","","Digimon Kaiser’s Goggles Lv 10 [CT]","Hat accessory","True","1","36","0","2702880"
"AddConverted","47589","","Packed Digimon Kaiser’s Goggles Lv 1 [CT]","Container item","True","0","170","0","0"
"AddConverted","47590","","Packed Digimon Kaiser’s Goggles Lv 2 [CT]","Container item","True","0","170","0","0"
"AddConverted","47591","","Packed Digimon Kaiser’s Goggles Lv 3 [CT]","Container item","True","0","170","0","0"
"AddConverted","47592","","Packed Digimon Kaiser’s Goggles Lv 4 [CT]","Container item","True","0","170","0","0"
"AddConverted","47593","","Packed Digimon Kaiser’s Goggles Lv 5 [CT]","Container item","True","0","170","0","0"
"AddConverted","47594","","Packed Digimon Kaiser’s Goggles Lv 6 [CT]","Container item","True","0","170","0","0"
"AddConverted","47595","","Packed Digimon Kaiser’s Goggles Lv 7 [CT]","Container item","True","0","170","0","0"
"AddConverted","47596","","Packed Digimon Kaiser’s Goggles Lv 8 [CT]","Container item","True","0","170","0","0"
"AddConverted","47597","","Packed Digimon Kaiser’s Goggles Lv 9 [CT]","Container item","True","0","170","0","0"
"AddConverted","47598","","Digimon Kaiser’s Goggles Lv 1 [HP]","Hat accessory","True","1","36","0","2702881"
"AddConverted","47599","","Digimon Kaiser’s Goggles Lv 2 [HP]","Hat accessory","True","1","36","0","2702882"
"AddConverted","47600","","Digimon Kaiser’s Goggles Lv 3 [HP]","Hat accessory","True","1","36","0","2702883"
"AddConverted","47601","","Digimon Kaiser’s Goggles Lv 4 [HP]","Hat accessory","True","1","36","0","2702884"
"AddConverted","47602","","Digimon Kaiser’s Goggles Lv 5 [HP]","Hat accessory","True","1","36","0","2702885"
"AddConverted","47603","","Digimon Kaiser’s Goggles Lv 6 [HP]","Hat accessory","True","1","36","0","2702886"
"AddConverted","47604","","Digimon Kaiser’s Goggles Lv 7 [HP]","Hat accessory","True","1","36","0","2702887"
"AddConverted","47605","","Digimon Kaiser’s Goggles Lv 8 [HP]","Hat accessory","True","1","36","0","2702888"
"AddConverted","47606","","Digimon Kaiser’s Goggles Lv 9 [HP]","Hat accessory","True","1","36","0","2702889"
"AddConverted","47607","","Digimon Kaiser’s Goggles Lv 10 [HP]","Hat accessory","True","1","36","0","2702890"
"AddConverted","47608","","Packed Digimon Kaiser’s Goggles Lv 1 [HP]","Container item","True","0","170","0","0"
"AddConverted","47609","","Packed Digimon Kaiser’s Goggles Lv 2 [HP]","Container item","True","0","170","0","0"
"AddConverted","47610","","Packed Digimon Kaiser’s Goggles Lv 3 [HP]","Container item","True","0","170","0","0"
"AddConverted","47611","","Packed Digimon Kaiser’s Goggles Lv 4 [HP]","Container item","True","0","170","0","0"
"AddConverted","47612","","Packed Digimon Kaiser’s Goggles Lv 5 [HP]","Container item","True","0","170","0","0"
"AddConverted","47613","","Packed Digimon Kaiser’s Goggles Lv 6 [HP]","Container item","True","0","170","0","0"
"AddConverted","47614","","Packed Digimon Kaiser’s Goggles Lv 7 [HP]","Container item","True","0","170","0","0"
"AddConverted","47615","","Packed Digimon Kaiser’s Goggles Lv 8 [HP]","Container item","True","0","170","0","0"
"AddConverted","47616","","Packed Digimon Kaiser’s Goggles Lv 9 [HP]","Container item","True","0","170","0","0"
"AddConverted","47617","","Digimon Kaiser’s Goggles Lv 1 [AT]","Hat accessory","True","1","36","0","2702891"
"AddConverted","47618","","Digimon Kaiser’s Goggles Lv 2 [AT]","Hat accessory","True","1","36","0","2702892"
"AddConverted","47619","","Digimon Kaiser’s Goggles Lv 3 [AT]","Hat accessory","True","1","36","0","2702893"
"AddConverted","47620","","Digimon Kaiser’s Goggles Lv 4 [AT]","Hat accessory","True","1","36","0","2702894"
"AddConverted","47621","","Digimon Kaiser’s Goggles Lv 5 [AT]","Hat accessory","True","1","36","0","2702895"
"AddConverted","47622","","Digimon Kaiser’s Goggles Lv 6 [AT]","Hat accessory","True","1","36","0","2702896"
"AddConverted","47623","","Digimon Kaiser’s Goggles Lv 7 [AT]","Hat accessory","True","1","36","0","2702897"
"AddConverted","47624","","Digimon Kaiser’s Goggles Lv 8 [AT]","Hat accessory","True","1","36","0","2702898"
"AddConverted","47625","","Digimon Kaiser’s Goggles Lv 9 [AT]","Hat accessory","True","1","36","0","2702899"
"AddConverted","47626","","Digimon Kaiser’s Goggles Lv 10 [AT]","Hat accessory","True","1","36","0","2702900"
"AddConverted","47627","","Packed Digimon Kaiser’s Goggles Lv 1 [AT]","Container item","True","0","170","0","0"
"AddConverted","47628","","Packed Digimon Kaiser’s Goggles Lv 2 [AT]","Container item","True","0","170","0","0"
"AddConverted","47629","","Packed Digimon Kaiser’s Goggles Lv 3 [AT]","Container item","True","0","170","0","0"
"AddConverted","47630","","Packed Digimon Kaiser’s Goggles Lv 4 [AT]","Container item","True","0","170","0","0"
"AddConverted","47631","","Packed Digimon Kaiser’s Goggles Lv 5 [AT]","Container item","True","0","170","0","0"
"AddConverted","47632","","Packed Digimon Kaiser’s Goggles Lv 6 [AT]","Container item","True","0","170","0","0"
"AddConverted","47633","","Packed Digimon Kaiser’s Goggles Lv 7 [AT]","Container item","True","0","170","0","0"
"AddConverted","47634","","Packed Digimon Kaiser’s Goggles Lv 8 [AT]","Container item","True","0","170","0","0"
"AddConverted","47635","","Packed Digimon Kaiser’s Goggles Lv 9 [AT]","Container item","True","0","170","0","0"
"AddConverted","47636","","Sealed Digimon Kaiser’s Goggles Box","Container item","True","0","170","0","0"
"AddConverted","47637","","Seed of Darkness","Buff item","True","1","63","0","2702906"
"AddConverted","47638","","Tamer Exchange [Digimon Kaiser]","Apply to Tamer","True","1","163","17","0"
"AddConverted","47639","","Tamer Exchange [Digimon Kaiser] [Event]","Apply to Tamer","True","1","163","17","0"
"AddConverted","47640","","Fire : Spirit Helmet","Head","True","1","21","1","0"
"AddConverted","47641","","Fire : Spirit Accessory","Fashion","True","1","27","1","0"
"AddConverted","47642","","Fire : Spirit Top","Top","True","1","22","1","0"
"AddConverted","47643","","Fire : Spirit Bottom","Bottom","True","1","24","1","0"
"AddConverted","47644","","Fire : Spirit Gloves","Gloves","True","1","23","1","0"
"AddConverted","47645","","Fire : Spirit Shoes","Shoes","True","1","25","1","0"
"AddConverted","47646","","Light : Spirit Helmet","Head","True","1","21","1","0"
"AddConverted","47647","","Light : Spirit Accessory","Fashion","True","1","27","1","0"
"AddConverted","47648","","Light : Spirit Top","Top","True","1","22","1","0"
"AddConverted","47649","","Light : Spirit Bottom","Bottom","True","1","24","1","0"
"AddConverted","47650","","Light : Spirit Gloves","Gloves","True","1","23","1","0"
"AddConverted","47651","","Light : Spirit Shoes","Shoes","True","1","25","1","0"
"AddConverted","47652","","Ice : Spirit Helmet","Head","True","1","21","1","0"
"AddConverted","47653","","Ice : Spirit Accessory","Fashion","True","1","27","1","0"
"AddConverted","47654","","Ice : Spirit Top","Top","True","1","22","1","0"
"AddConverted","47655","","Ice : Spirit Bottom","Bottom","True","1","24","1","0"
"AddConverted","47656","","Ice : Spirit Gloves","Gloves","True","1","23","1","0"
"AddConverted","47657","","Ice : Spirit Shoes","Shoes","True","1","25","1","0"
"AddConverted","47658","","Wind : Spirit Helmet","Head","True","1","21","1","0"
"AddConverted","47659","","Wind : Spirit Accessory","Fashion","True","1","27","1","0"
"AddConverted","47660","","Wind : Spirit Top","Top","True","1","22","1","0"
"AddConverted","47661","","Wind : Spirit Bottom","Bottom","True","1","24","1","0"
"AddConverted","47662","","Wind : Spirit Gloves","Gloves","True","1","23","1","0"
"AddConverted","47663","","Wind : Spirit Shoes","Shoes","True","1","25","1","0"
"AddConverted","47664","","Thunder : Spirit Helmet","Head","True","1","21","1","0"
"AddConverted","47665","","Thunder : Spirit Accessory","Fashion","True","1","27","1","0"
"AddConverted","47666","","Thunder : Spirit Top","Top","True","1","22","1","0"
"AddConverted","47667","","Thunder : Spirit Bottom","Bottom","True","1","24","1","0"
"AddConverted","47668","","Thunder : Spirit Gloves","Gloves","True","1","23","1","0"
"AddConverted","47669","","Thunder : Spirit Shoes","Shoes","True","1","25","1","0"
"AddConverted","47670","","(Plus) Equipment Data Fragment","Enhancement Backup Chip","True","0","608","17","0"
"AddConverted","47671","","(Plus) Equipment Data Fragment [Event]","Enhancement Backup Chip","True","0","608","18","0"
"AddConverted","47672","","(Plus) Equipment Data: Black","Enhancement Backup Chip","True","0","608","18","0"
"AddConverted","47673","","(Plus) Equipment Data: Black [Event]","Enhancement Backup Chip","True","0","608","18","0"
"AddConverted","47674","","(Plus) Equipment Data: Head","Enhancement Backup Chip","True","0","608","19","0"
"AddConverted","47675","","(Plus) Equipment Data: Head [Event]","Enhancement Backup Chip","True","0","608","19","0"
"AddConverted","47676","","(Plus) Equipment Data: Top","Enhancement Backup Chip","True","0","608","20","0"
"AddConverted","47677","","(Plus) Equipment Data: Top [Event]","Enhancement Backup Chip","True","0","608","20","0"
"AddConverted","47678","","(Plus) Equipment Data: Hands","Enhancement Backup Chip","True","0","608","21","0"
"AddConverted","47679","","(Plus) Equipment Data: Hands [Event]","Enhancement Backup Chip","True","0","608","21","0"
"AddConverted","47680","","(Plus) Equipment Data: Bottom","Enhancement Backup Chip","True","0","608","22","0"
"AddConverted","47681","","(Plus) Equipment Data: Bottom [Event]","Enhancement Backup Chip","True","0","608","22","0"
"AddConverted","47682","","(Plus) Equipment Data: Shoes","Enhancement Backup Chip","True","0","608","23","0"
"AddConverted","47683","","(Plus) Equipment Data: Shoes [Event]","Enhancement Backup Chip","True","0","608","23","0"
"AddConverted","47684","","(Plus) Equipment Data: Accessory","Enhancement Backup Chip","True","0","608","24","0"
"AddConverted","47685","","(Plus) Equipment Data: Accessory [Event]","Enhancement Backup Chip","True","0","608","24","0"
"AddConverted","47686","","Unstable DigiCode","Material item","True","0","86","0","0"
"AddConverted","47687","","Digital Monster X","XAI system","True","0","32","0","2703020"
"AddConverted","47688","","Complete Digital Monster X","XAI system","True","0","32","0","2703021"
"AddConverted","47689","","X-Antibody Energy [Event]","Material item","True","0","86","0","0"
"AddConverted","47690","","Random X-Antibody Energy Box","Container item","True","0","170","0","0"
"AddConverted","47691","","Terminal Underground Pass","Dungeon Entry Ticket","True","0","606","0","0"
"AddConverted","47692","","Random Frontier Equipment Box [Event]","Container item","True","0","170","0","0"
"AddConverted","47693","","Random Frontier Equipment Box","Container item","True","0","170","0","0"
"AddConverted","47694","","Fire : Spirit Equipment Box","Container item","True","0","170","0","0"
"AddConverted","47695","","Light : Spirit Equipment Box","Container item","True","0","170","0","0"
"AddConverted","47696","","Ice : Spirit Equipment Box","Container item","True","0","170","0","0"
"AddConverted","47697","","Wind : Spirit Equipment Box","Container item","True","0","170","0","0"
"AddConverted","47698","","Thunder : Spirit Equipment Box","Container item","True","0","170","0","0"
"AddConverted","47699","","X-Antibody Energy","Material item","True","0","86","0","0"
"AddConverted","47700","","DigiCode Fragment [Event]","Material item","True","0","86","0","0"
"AddConverted","47701","","Climber’s Emblem [Event]","Material item","True","0","86","0","0"
"AddConverted","47702","","Sewing Machine Exchange Ticket [Event]","Material item","True","0","86","0","0"
"AddConverted","48006","","Noble Head Ornament of Huanglongmon [Normal]","Head","True","1","21","1","2702496"
"AddConverted","48007","","Noble Head Ornament of Huanglongmon [Rare]","Head","True","1","21","1","2702507"
"AddConverted","48008","","Noble Head Ornament of Huanglongmon [Unique]","Head","True","1","21","1","2702518"
"AddConverted","48009","","Noble Head Ornament of Huanglongmon [Legendary]","Head","True","1","21","1","2702529"
"AddConverted","48010","","Noble Head Ornament of Huanglongmon [Ultimate]","Head","True","1","21","1","2702540"
"AddConverted","48011","","Phoenix Feather Robe of Zhuqiaomon [Normal]","Fashion","True","1","27","1","2702551"
"AddConverted","48012","","Phoenix Feather Robe of Zhuqiaomon [Rare]","Fashion","True","1","27","1","2702562"
"AddConverted","48013","","Phoenix Feather Robe of Zhuqiaomon [Unique]","Fashion","True","1","27","1","2702573"
"AddConverted","48014","","Phoenix Feather Robe of Zhuqiaomon [Legendary]","Fashion","True","1","27","1","2702584"
"AddConverted","48015","","Phoenix Feather Robe of Zhuqiaomon [Ultimate]","Fashion","True","1","27","1","2702595"
"AddConverted","48016","","Abyssal Armor of Xuanwumon [Normal]","Top","True","1","22","1","2702606"
"AddConverted","48017","","Abyssal Armor of Xuanwumon [Rare]","Top","True","1","22","1","2702617"
"AddConverted","48018","","Abyssal Armor of Xuanwumon [Unique]","Top","True","1","22","1","2702628"
"AddConverted","48019","","Abyssal Armor of Xuanwumon [Legendary]","Top","True","1","22","1","2702639"
"AddConverted","48020","","Abyssal Armor of Xuanwumon [Ultimate]","Top","True","1","22","1","2702650"
"AddConverted","48021","","Thunderbolt Bottom of Qinglongmon [Normal]","Bottom","True","1","24","1","2702661"
"AddConverted","48022","","Thunderbolt Bottom of Qinglongmon [Rare]","Bottom","True","1","24","1","2702672"
"AddConverted","48023","","Thunderbolt Bottom of Qinglongmon [Unique]","Bottom","True","1","24","1","2702683"
"AddConverted","48024","","Thunderbolt Bottom of Qinglongmon [Legendary]","Bottom","True","1","24","1","2702694"
"AddConverted","48025","","Thunderbolt Bottom of Qinglongmon [Ultimate]","Bottom","True","1","24","1","2702705"
"AddConverted","48026","","Immaculate Gauntlet of Baihumon [Normal]","Gloves","True","1","23","1","2702716"
"AddConverted","48027","","Immaculate Gauntlet of Baihumon [Rare]","Gloves","True","1","23","1","2702727"
"AddConverted","48028","","Immaculate Gauntlet of Baihumon [Unique]","Gloves","True","1","23","1","2702738"
"AddConverted","48029","","Immaculate Gauntlet of Baihumon [Legendary]","Gloves","True","1","23","1","2702749"
"AddConverted","48030","","Immaculate Gauntlet of Baihumon [Ultimate]","Gloves","True","1","23","1","2702760"
"AddConverted","48031","","Shoes of the Four Holy Beasts [Normal]","Shoes","True","1","25","1","2702771"
"AddConverted","48032","","Shoes of the Four Holy Beasts [Rare]","Shoes","True","1","25","1","2702782"
"AddConverted","48033","","Shoes of the Four Holy Beasts [Unique]","Shoes","True","1","25","1","2702793"
"AddConverted","48034","","Shoes of the Four Holy Beasts [Legendary]","Shoes","True","1","25","1","2702804"
"AddConverted","48035","","Shoes of the Four Holy Beasts [Ultimate]","Shoes","True","1","25","1","2702815"
"AddConverted","48036","","Noble Box of Huanglongmon","Container item","True","0","170","0","0"
"AddConverted","48037","","Blazing Box of Zhuqiaomon","Container item","True","0","170","0","0"
"AddConverted","48038","","Abyssal Box of Xuanwumon","Container item","True","0","170","0","0"
"AddConverted","48039","","Thunderbolt Box of Qinglongmon","Container item","True","0","170","0","0"
"AddConverted","48040","","Immaculate Box of Baihumon","Container item","True","0","170","0","0"
"AddConverted","48041","","Box of the Four Holy Beasts","Container item","True","0","170","0","0"
"AddConverted","48042","","Crimson Flame Fragment","Material item","True","0","86","0","0"
"AddConverted","48043","","Water Surge Fragment","Material item","True","0","86","0","0"
"AddConverted","48044","","Immaculateness Fragment","Material item","True","0","86","0","0"
"AddConverted","48045","","Azure Thundercloud Fragment","Material item","True","0","86","0","0"
"AddConverted","48046","","Noble Gold Fragment","Material item","True","0","86","0","0"
"AddConverted","48047","","Radiant Crystal of the Four Holy Beasts","Material item","True","0","86","0","0"
"AddConverted","48048","","Purified Digital Energy Fragment","Enhancement Backup Chip","True","0","608","15","0"
"AddConverted","48049","","Sealed Fragment of the Four Holy Beasts","Material item","True","0","86","0","0"
"AddConverted","48050","","Random Seal Box of the Four Holy Beasts A","Container item","True","0","170","0","0"
"AddConverted","48051","","Random Seal Box of the Four Holy Beasts B","Container item","True","0","170","0","0"
"AddConverted","48052","","Random Seal Box of the Four Holy Beasts C","Container item","True","0","170","0","0"
"AddConverted","48053","","Random Seal Box of the Four Holy Beasts D","Container item","True","0","170","0","0"
"AddConverted","48054","","Container item","Container item","True","0","170","0","0"
"AddConverted","48055","","Powerful Aura [Event]","Material item","True","0","86","0","0"
"AddConverted","48056","","Mighty Four Holy Beasts’ Seal Random Box [Event]","Container item","True","0","170","0","0"
"AddConverted","48057","","Blessing of Challenge Buff Selection Box [Event]","Item Selete Box","True","0","611","0","0"
"AddConverted","48058","","Four Holy Beasts Equipment Material Selection Box [Event]","Item Selete Box","True","0","611","0","0"
"AddConverted","48059","","Option Change Stone 1ea","Container item","True","0","170","0","0"
"AddConverted","48060","","Four Holy Beasts Equipment (Ultimate)
Full Set Box [Event]","Container item","True","0","170","0","0"
"AddConverted","48061","","Dungeon Masters Digimon Egg [Event]","DigiEgg","True","0","177","0","0"
"AddConverted","48062","","Dungeon Masters Evolution Item [Event]","Digi-Egg","True","0","205","35","0"
"AddConverted","48063","","Dungeon Masters Riding Expansion Ticket [Event]","riding","True","0","610","21","0"
"AddConverted","49001","","Option Digivice[Test]","Digivice","True","0","53","0","10000500"
"AddConverted","50155","","Dungeon Masters Challenge Entry Pass","Dungeon Entry Ticket","True","0","606","0","0"
"AddConverted","50156","","Buff of Time and Space","Buff item","True","1","63","0","2702487"
"AddConverted","50157","","Dungeon Masters 2 Challenge Entry Pass","Dungeon Entry Ticket","True","0","606","0","0"
"AddConverted","50161","","Test Hat","Head","True","1","21","1","0"
"AddConverted","50162","","Test Bag","Fashion","True","1","27","1","0"
"AddConverted","50163","","Test Top","Top","True","1","22","1","0"
"AddConverted","50164","","Test Pants","Bottom","True","1","24","1","0"
"AddConverted","50165","","Digimon Kaiser's Whip","Gloves","True","1","23","1","0"
"AddConverted","50166","","Test Shoes","Shoes","True","1","25","1","0"
"AddConverted","50167","","(Awaken) Test Hat","Head","True","1","21","1","0"
"AddConverted","50168","","(Awaken) Test Bag","Fashion","True","1","27","1","0"
"AddConverted","50169","","(Awaken) Test Top","Top","True","1","22","1","0"
"AddConverted","50170","","(Awaken) Test Pants","Bottom","True","1","24","1","0"
"AddConverted","50171","","(Awaken) Test Gloves","Gloves","True","1","23","1","0"
"AddConverted","50172","","(Awaken) Test Shoes","Shoes","True","1","25","1","0"
"AddConverted","50173","","All in one Box","Container item","True","0","170","0","0"
"AddConverted","58201","","TBD [HP] ChipSet R1","ChipSet","True","1","52","0","1771101"
"AddConverted","58202","","TBD [DS] ChipSet R1","ChipSet","True","1","52","0","1772101"
"AddConverted","58203","","TBD [AT] ChipSet R1","ChipSet","True","1","52","0","1773101"
"AddConverted","58204","","TBD [DE] ChipSet R1","ChipSet","True","1","52","0","1774101"
"AddConverted","58205","","TBD [HT] ChipSet R1","ChipSet","True","1","52","0","1775101"
"AddConverted","58206","","TBD [EV] ChipSet R1","ChipSet","True","1","52","0","1776101"
"AddConverted","58207","","TBD [CR] ChipSet R1","ChipSet","True","1","52","0","1777101"
"AddConverted","58211","","TBD [HP] ChipSet R2","ChipSet","True","1","52","0","1771102"
"AddConverted","58212","","TBD [DS] ChipSet R2","ChipSet","True","1","52","0","1772102"
"AddConverted","58213","","TBD [AT] ChipSet R2","ChipSet","True","1","52","0","1773102"
"AddConverted","58214","","TBD [DE] ChipSet R2","ChipSet","True","1","52","0","1774102"
"AddConverted","58215","","TBD [HT] ChipSet R2","ChipSet","True","1","52","0","1775102"
"AddConverted","58216","","TBD [EV] ChipSet R2","ChipSet","True","1","52","0","1776102"
"AddConverted","58217","","TBD [CR] ChipSet R2","ChipSet","True","1","52","0","1777102"
"AddConverted","58221","","TBD [HP] ChipSet R3","ChipSet","True","1","52","0","1771103"
"AddConverted","58222","","TBD [DS] ChipSet R3","ChipSet","True","1","52","0","1772103"
"AddConverted","58223","","TBD [AT] ChipSet R3","ChipSet","True","1","52","0","1773103"
"AddConverted","58224","","TBD [DE] ChipSet R3","ChipSet","True","1","52","0","1774103"
"AddConverted","58225","","TBD [HT] ChipSet R3","ChipSet","True","1","52","0","1775103"
"AddConverted","58226","","TBD [EV] ChipSet R3","ChipSet","True","1","52","0","1776103"
"AddConverted","58227","","TBD [CR] ChipSet R3","ChipSet","True","1","52","0","1777103"
"AddConverted","58231","","TBD [HP] ChipSet R4","ChipSet","True","1","52","0","1771104"
"AddConverted","58232","","TBD [DS] ChipSet R4","ChipSet","True","1","52","0","1772104"
"AddConverted","58233","","TBD [AT] ChipSet R4","ChipSet","True","1","52","0","1773104"
"AddConverted","58234","","TBD [DE] ChipSet R4","ChipSet","True","1","52","0","1774104"
"AddConverted","58235","","TBD [HT] ChipSet R4","ChipSet","True","1","52","0","1775104"
"AddConverted","58236","","TBD [EV] ChipSet R4","ChipSet","True","1","52","0","1776104"
"AddConverted","58237","","TBD [CR] ChipSet R4","ChipSet","True","1","52","0","1777104"
"AddConverted","58241","","TBD [HP] ChipSet R5","ChipSet","True","1","52","0","1771105"
"AddConverted","58242","","TBD [DS] ChipSet R5","ChipSet","True","1","52","0","1772105"
"AddConverted","58243","","TBD [AT] ChipSet R5","ChipSet","True","1","52","0","1773105"
"AddConverted","58244","","TBD [DE] ChipSet R5","ChipSet","True","1","52","0","1774105"
"AddConverted","58245","","TBD [HT] ChipSet R5","ChipSet","True","1","52","0","1775105"
"AddConverted","58246","","TBD [EV] ChipSet R5","ChipSet","True","1","52","0","1776105"
"AddConverted","58247","","TBD [CR] ChipSet R5","ChipSet","True","1","52","0","1777105"
"AddConverted","58251","","TBD [HP] ChipSet R6","ChipSet","True","1","52","0","1771106"
"AddConverted","58252","","TBD [DS] ChipSet R6","ChipSet","True","1","52","0","1772106"
"AddConverted","58253","","TBD [AT] ChipSet R6","ChipSet","True","1","52","0","1773106"
"AddConverted","58254","","TBD [DE] ChipSet R6","ChipSet","True","1","52","0","1774106"
"AddConverted","58255","","TBD [HT] ChipSet R6","ChipSet","True","1","52","0","1775106"
"AddConverted","58256","","TBD [EV] ChipSet R6","ChipSet","True","1","52","0","1776106"
"AddConverted","58257","","TBD [CR] ChipSet R6","ChipSet","True","1","52","0","1777106"
"AddConverted","58261","","TBD [HP] ChipSet R7","ChipSet","True","1","52","0","1771107"
"AddConverted","58262","","TBD [DS] ChipSet R7","ChipSet","True","1","52","0","1772107"
"AddConverted","58263","","TBD [AT] ChipSet R7","ChipSet","True","1","52","0","1773107"
"AddConverted","58264","","TBD [DE] ChipSet R7","ChipSet","True","1","52","0","1774107"
"AddConverted","58265","","TBD [HT] ChipSet R7","ChipSet","True","1","52","0","1775107"
"AddConverted","58266","","TBD [EV] ChipSet R7","ChipSet","True","1","52","0","1776107"
"AddConverted","58267","","TBD [CR] ChipSet R7","ChipSet","True","1","52","0","1777107"
"AddConverted","58271","","TBD [HP] ChipSet R8","ChipSet","True","1","52","0","1771108"
"AddConverted","58272","","TBD [DS] ChipSet R8","ChipSet","True","1","52","0","1772108"
"AddConverted","58273","","TBD [AT] ChipSet R8","ChipSet","True","1","52","0","1773108"
"AddConverted","58274","","TBD [DE] ChipSet R8","ChipSet","True","1","52","0","1774108"
"AddConverted","58275","","TBD [HT] ChipSet R8","ChipSet","True","1","52","0","1775108"
"AddConverted","58276","","TBD [EV] ChipSet R8","ChipSet","True","1","52","0","1776108"
"AddConverted","58277","","TBD [CR] ChipSet R8","ChipSet","True","1","52","0","1777108"
"AddConverted","58281","","TBD [HP] ChipSet R9","ChipSet","True","1","52","0","1771109"
"AddConverted","58282","","TBD [DS] ChipSet R9","ChipSet","True","1","52","0","1772109"
"AddConverted","58283","","TBD [AT] ChipSet R9","ChipSet","True","1","52","0","1773109"
"AddConverted","58284","","TBD [DE] ChipSet R9","ChipSet","True","1","52","0","1774109"
"AddConverted","58285","","TBD [HT] ChipSet R9","ChipSet","True","1","52","0","1775109"
"AddConverted","58286","","TBD [EV] ChipSet R9","ChipSet","True","1","52","0","1776109"
"AddConverted","58287","","TBD [CR] ChipSet R9","ChipSet","True","1","52","0","1777109"
"AddConverted","58291","","TBD [HP] ChipSet R10","ChipSet","True","1","52","0","1771110"
"AddConverted","58292","","TBD [DS] ChipSet R10","ChipSet","True","1","52","0","1772110"
"AddConverted","58293","","TBD [AT] ChipSet R10","ChipSet","True","1","52","0","1773110"
"AddConverted","58294","","TBD [DE] ChipSet R10","ChipSet","True","1","52","0","1774110"
"AddConverted","58295","","TBD [HT] ChipSet R10","ChipSet","True","1","52","0","1775110"
"AddConverted","58296","","TBD [EV] ChipSet R10","ChipSet","True","1","52","0","1776110"
"AddConverted","58297","","TBD [CR] ChipSet R10","ChipSet","True","1","52","0","1777110"
"AddConverted","58301","","TBD [HP] ChipSet R11","ChipSet","True","1","52","0","1771111"
"AddConverted","58302","","TBD [DS] ChipSet R11","ChipSet","True","1","52","0","1772111"
"AddConverted","58303","","TBD [AT] ChipSet R11","ChipSet","True","1","52","0","1773111"
"AddConverted","58304","","TBD [DE] ChipSet R11","ChipSet","True","1","52","0","1774111"
"AddConverted","58305","","TBD [HT] ChipSet R11","ChipSet","True","1","52","0","1775111"
"AddConverted","58306","","TBD [EV] ChipSet R11","ChipSet","True","1","52","0","1776111"
"AddConverted","58307","","TBD [CR] ChipSet R11","ChipSet","True","1","52","0","1777111"
"AddConverted","58311","","TBD [HP] ChipSet R12","ChipSet","True","1","52","0","1771112"
"AddConverted","58312","","TBD [DS] ChipSet R12","ChipSet","True","1","52","0","1772112"
"AddConverted","58313","","TBD [AT] ChipSet R12","ChipSet","True","1","52","0","1773112"
"AddConverted","58314","","TBD [DE] ChipSet R12","ChipSet","True","1","52","0","1774112"
"AddConverted","58315","","TBD [HT] ChipSet R12","ChipSet","True","1","52","0","1775112"
"AddConverted","58316","","TBD [EV] ChipSet R12","ChipSet","True","1","52","0","1776112"
"AddConverted","58317","","TBD [CR] ChipSet R12","ChipSet","True","1","52","0","1777112"
"AddConverted","58321","","TBD [HP] ChipSet R13","ChipSet","True","1","52","0","1771113"
"AddConverted","58322","","TBD [DS] ChipSet R13","ChipSet","True","1","52","0","1772113"
"AddConverted","58323","","TBD [AT] ChipSet R13","ChipSet","True","1","52","0","1773113"
"AddConverted","58324","","TBD [DE] ChipSet R13","ChipSet","True","1","52","0","1774113"
"AddConverted","58325","","TBD [HT] ChipSet R13","ChipSet","True","1","52","0","1775113"
"AddConverted","58326","","TBD [EV] ChipSet R13","ChipSet","True","1","52","0","1776113"
"AddConverted","58327","","TBD [CR] ChipSet R13","ChipSet","True","1","52","0","1777113"
"AddConverted","58331","","TBD [HP] ChipSet R14","ChipSet","True","1","52","0","1771114"
"AddConverted","58332","","TBD [DS] ChipSet R14","ChipSet","True","1","52","0","1772114"
"AddConverted","58333","","TBD [AT] ChipSet R14","ChipSet","True","1","52","0","1773114"
"AddConverted","58334","","TBD [DE] ChipSet R14","ChipSet","True","1","52","0","1774114"
"AddConverted","58335","","TBD [HT] ChipSet R14","ChipSet","True","1","52","0","1775114"
